,skill_category,ids,rank_,score_
0,Science,ID_12261,3.0,75.0
1,Science,ID_10569,3.0,75.0
2,Science,ID_8401,3.0,75.0
3,Science,ID_11167,3.0,75.0
4,Science,ID_21830,3.0,75.0
5,Science,ID_100,3.0,75.0
6,Science,ID_10597,3.0,75.0
7,Science,ID_11949,3.0,75.0
8,Science,ID_19696,3.0,75.0
9,Science,ID_13879,3.0,75.0
10,Science,ID_12036,3.0,75.0
11,Science,ID_13824,3.0,75.0
12,Science,ID_11941,3.0,75.0
13,Science,ID_21393,3.0,75.0
14,Science,ID_8396,3.0,75.0
15,Science,ID_11083,3.0,75.0
16,Science,ID_1730,3.0,75.0
17,Science,ID_11085,3.0,75.0
18,Science,ID_8391,3.0,75.0
19,Science,ID_10696,3.0,75.0
20,Science,ID_13846,3.0,75.0
21,Science,ID_8398,3.0,75.0
22,Science,ID_13816,3.0,75.0
23,Science,ID_21504,3.0,75.0
24,Science,ID_8400,3.0,75.0
25,Science,ID_7825,3.0,75.0
26,Science,ID_19679,3.0,75.0
27,Science,ID_12029,3.0,75.0
28,Science,ID_1719,3.0,75.0
29,Science,ID_13990,3.0,75.0
30,Science,ID_476,3.0,75.0
31,Science,ID_11206,3.0,75.0
32,Science,ID_1828,3.0,75.0
33,Science,ID_14711,3.0,75.0
34,Science,ID_19286,3.0,75.0
35,Science,ID_6727,3.0,75.0
36,Science,ID_14707,3.0,75.0
37,Science,ID_6764,3.0,75.0
38,Science,ID_11612,3.0,75.0
39,Science,ID_11617,3.0,75.0
40,Science,ID_11493,3.0,75.0
41,Science,ID_14695,3.0,75.0
42,Science,ID_14556,3.0,75.0
43,Science,ID_11654,3.0,75.0
44,Science,ID_11685,3.0,75.0
45,Science,ID_14621,3.0,75.0
46,Science,ID_22494,3.0,75.0
47,Science,ID_6847,3.0,75.0
48,Science,ID_22492,3.0,75.0
49,Science,ID_14607,3.0,75.0
50,Science,ID_14575,3.0,75.0
51,Science,ID_11578,3.0,75.0
52,Science,ID_6707,3.0,75.0
53,Science,ID_19282,3.0,75.0
54,Science,ID_6698,3.0,75.0
55,Science,ID_14866,3.0,75.0
56,Science,ID_6486,3.0,75.0
57,Science,ID_14861,3.0,75.0
58,Science,ID_6546,3.0,75.0
59,Science,ID_6547,3.0,75.0
60,Science,ID_14818,3.0,75.0
61,Science,ID_19202,3.0,75.0
62,Science,ID_14766,3.0,75.0
63,Science,ID_19237,3.0,75.0
64,Science,ID_19255,3.0,75.0
65,Science,ID_1846,3.0,75.0
66,Science,ID_19261,3.0,75.0
67,Science,ID_19262,3.0,75.0
68,Science,ID_14746,3.0,75.0
69,Science,ID_19265,3.0,75.0
70,Science,ID_19273,3.0,75.0
71,Science,ID_19275,3.0,75.0
72,Science,ID_19299,3.0,75.0
73,Science,ID_14526,3.0,75.0
74,Science,ID_11235,3.0,75.0
75,Science,ID_11834,3.0,75.0
76,Science,ID_11790,3.0,75.0
77,Science,ID_11805,3.0,75.0
78,Science,ID_46,3.0,75.0
79,Science,ID_11810,3.0,75.0
80,Science,ID_11814,3.0,75.0
81,Science,ID_1780,3.0,75.0
82,Science,ID_11833,3.0,75.0
83,Science,ID_7600,3.0,75.0
84,Science,ID_19503,3.0,75.0
85,Science,ID_6898,3.0,75.0
86,Science,ID_11835,3.0,75.0
87,Science,ID_1755,3.0,75.0
88,Science,ID_11393,3.0,75.0
89,Science,ID_7656,3.0,75.0
90,Science,ID_11389,3.0,75.0
91,Science,ID_11863,3.0,75.0
92,Science,ID_11865,3.0,75.0
93,Science,ID_7709,3.0,75.0
94,Science,ID_14300,3.0,75.0
95,Science,ID_7526,3.0,75.0
96,Science,ID_11753,3.0,75.0
97,Science,ID_7466,3.0,75.0
98,Science,ID_14502,3.0,75.0
99,Science,ID_22488,3.0,75.0
100,Science,ID_14485,3.0,75.0
101,Science,ID_14478,3.0,75.0
102,Science,ID_14454,3.0,75.0
103,Science,ID_7009,3.0,75.0
104,Science,ID_19304,3.0,75.0
105,Science,ID_19307,3.0,75.0
106,Science,ID_19327,3.0,75.0
107,Science,ID_33,3.0,75.0
108,Science,ID_11728,3.0,75.0
109,Science,ID_19423,3.0,75.0
110,Science,ID_7426,3.0,75.0
111,Science,ID_22434,3.0,75.0
112,Science,ID_11735,3.0,75.0
113,Science,ID_1806,3.0,75.0
114,Science,ID_11739,3.0,75.0
115,Science,ID_11762,3.0,75.0
116,Science,ID_1337,3.0,75.0
117,Science,ID_12626,3.0,75.0
118,Science,ID_12911,3.0,75.0
119,Science,ID_10001,3.0,75.0
120,Science,ID_9996,3.0,75.0
121,Science,ID_9994,3.0,75.0
122,Science,ID_9988,3.0,75.0
123,Science,ID_329,3.0,75.0
124,Science,ID_9961,3.0,75.0
125,Science,ID_9948,3.0,75.0
126,Science,ID_9392,3.0,75.0
127,Science,ID_21074,3.0,75.0
128,Science,ID_21064,3.0,75.0
129,Science,ID_9867,3.0,75.0
130,Science,ID_9853,3.0,75.0
131,Science,ID_13395,3.0,75.0
132,Science,ID_21047,3.0,75.0
133,Science,ID_9835,3.0,75.0
134,Science,ID_21035,3.0,75.0
135,Science,ID_9411,3.0,75.0
136,Science,ID_9414,3.0,75.0
137,Science,ID_377,3.0,75.0
138,Science,ID_12912,3.0,75.0
139,Science,ID_10031,3.0,75.0
140,Science,ID_12884,3.0,75.0
141,Science,ID_10041,3.0,75.0
142,Science,ID_10149,3.0,75.0
143,Science,ID_585,3.0,75.0
144,Science,ID_10148,3.0,75.0
145,Science,ID_9305,3.0,75.0
146,Science,ID_572,3.0,75.0
147,Science,ID_13492,3.0,75.0
148,Science,ID_13485,3.0,75.0
149,Science,ID_13482,3.0,75.0
150,Science,ID_13480,3.0,75.0
151,Science,ID_13478,3.0,75.0
152,Science,ID_13477,3.0,75.0
153,Science,ID_13475,3.0,75.0
154,Science,ID_9334,3.0,75.0
155,Science,ID_10119,3.0,75.0
156,Science,ID_10115,3.0,75.0
157,Science,ID_13472,3.0,75.0
158,Science,ID_13470,3.0,75.0
159,Science,ID_10075,3.0,75.0
160,Science,ID_10043,3.0,75.0
161,Science,ID_386,3.0,75.0
162,Science,ID_20963,3.0,75.0
163,Science,ID_392,3.0,75.0
164,Science,ID_393,3.0,75.0
165,Science,ID_9611,3.0,75.0
166,Science,ID_433,3.0,75.0
167,Science,ID_20635,3.0,75.0
168,Science,ID_20705,3.0,75.0
169,Science,ID_9601,3.0,75.0
170,Science,ID_9599,3.0,75.0
171,Science,ID_487,3.0,75.0
172,Science,ID_20717,3.0,75.0
173,Science,ID_9589,3.0,75.0
174,Science,ID_9587,3.0,75.0
175,Science,ID_472,3.0,75.0
176,Science,ID_9544,3.0,75.0
177,Science,ID_9548,3.0,75.0
178,Science,ID_9584,3.0,75.0
179,Science,ID_9582,3.0,75.0
180,Science,ID_9551,3.0,75.0
181,Science,ID_484,3.0,75.0
182,Science,ID_20714,3.0,75.0
183,Science,ID_9580,3.0,75.0
184,Science,ID_9617,3.0,75.0
185,Science,ID_9619,3.0,75.0
186,Science,ID_13236,3.0,75.0
187,Science,ID_20877,3.0,75.0
188,Science,ID_1862,3.0,75.0
189,Science,ID_9435,3.0,75.0
190,Science,ID_9655,3.0,75.0
191,Science,ID_20882,3.0,75.0
192,Science,ID_540,3.0,75.0
193,Science,ID_13282,3.0,75.0
194,Science,ID_9652,3.0,75.0
195,Science,ID_535,3.0,75.0
196,Science,ID_13124,3.0,75.0
197,Science,ID_9628,3.0,75.0
198,Science,ID_13281,3.0,75.0
199,Science,ID_20867,3.0,75.0
200,Science,ID_13275,3.0,75.0
201,Science,ID_13267,3.0,75.0
202,Science,ID_531,3.0,75.0
203,Science,ID_521,3.0,75.0
204,Science,ID_9639,3.0,75.0
205,Science,ID_9488,3.0,75.0
206,Science,ID_13508,3.0,75.0
207,Science,ID_587,3.0,75.0
208,Science,ID_13803,3.0,75.0
209,Science,ID_21277,3.0,75.0
210,Science,ID_19892,3.0,75.0
211,Science,ID_242,3.0,75.0
212,Science,ID_21270,3.0,75.0
213,Science,ID_10453,3.0,75.0
214,Science,ID_10437,3.0,75.0
215,Science,ID_10432,3.0,75.0
216,Science,ID_9578,3.0,75.0
217,Science,ID_10421,3.0,75.0
218,Science,ID_12736,3.0,75.0
219,Science,ID_8743,3.0,75.0
220,Science,ID_8744,3.0,75.0
221,Science,ID_8812,3.0,75.0
222,Science,ID_12744,3.0,75.0
223,Science,ID_13725,3.0,75.0
224,Science,ID_13723,3.0,75.0
225,Science,ID_8946,3.0,75.0
226,Science,ID_13695,3.0,75.0
227,Science,ID_13694,3.0,75.0
228,Science,ID_13693,3.0,75.0
229,Science,ID_21275,3.0,75.0
230,Science,ID_12691,3.0,75.0
231,Science,ID_12883,3.0,75.0
232,Science,ID_12671,3.0,75.0
233,Science,ID_13799,3.0,75.0
234,Science,ID_12633,3.0,75.0
235,Science,ID_10550,3.0,75.0
236,Science,ID_1673,3.0,75.0
237,Science,ID_19746,3.0,75.0
238,Science,ID_12637,3.0,75.0
239,Science,ID_12641,3.0,75.0
240,Science,ID_8582,3.0,75.0
241,Science,ID_13792,3.0,75.0
242,Science,ID_12649,3.0,75.0
243,Science,ID_12655,3.0,75.0
244,Science,ID_12657,3.0,75.0
245,Science,ID_10511,3.0,75.0
246,Science,ID_1647,3.0,75.0
247,Science,ID_8601,3.0,75.0
248,Science,ID_12659,3.0,75.0
249,Science,ID_19817,3.0,75.0
250,Science,ID_12670,3.0,75.0
251,Science,ID_1525,3.0,75.0
252,Science,ID_12750,3.0,75.0
253,Science,ID_13656,3.0,75.0
254,Science,ID_9004,3.0,75.0
255,Science,ID_20053,3.0,75.0
256,Science,ID_9179,3.0,75.0
257,Science,ID_756,3.0,75.0
258,Science,ID_9193,3.0,75.0
259,Science,ID_12836,3.0,75.0
260,Science,ID_13524,3.0,75.0
261,Science,ID_753,3.0,75.0
262,Science,ID_13523,3.0,75.0
263,Science,ID_13521,3.0,75.0
264,Science,ID_10238,3.0,75.0
265,Science,ID_12843,3.0,75.0
266,Science,ID_10235,3.0,75.0
267,Science,ID_745,3.0,75.0
268,Science,ID_12845,3.0,75.0
269,Science,ID_10206,3.0,75.0
270,Science,ID_13514,3.0,75.0
271,Science,ID_676,3.0,75.0
272,Science,ID_10202,3.0,75.0
273,Science,ID_20476,3.0,75.0
274,Science,ID_12881,3.0,75.0
275,Science,ID_10256,3.0,75.0
276,Science,ID_21245,3.0,75.0
277,Science,ID_13526,3.0,75.0
278,Science,ID_13567,3.0,75.0
279,Science,ID_13602,3.0,75.0
280,Science,ID_13582,3.0,75.0
281,Science,ID_20055,3.0,75.0
282,Science,ID_13580,3.0,75.0
283,Science,ID_12752,3.0,75.0
284,Science,ID_9044,3.0,75.0
285,Science,ID_12755,3.0,75.0
286,Science,ID_13568,3.0,75.0
287,Science,ID_10311,3.0,75.0
288,Science,ID_13527,3.0,75.0
289,Science,ID_13563,3.0,75.0
290,Science,ID_13559,3.0,75.0
291,Science,ID_13550,3.0,75.0
292,Science,ID_13546,3.0,75.0
293,Science,ID_13542,3.0,75.0
294,Science,ID_10288,3.0,75.0
295,Science,ID_12812,3.0,75.0
296,Science,ID_10282,3.0,75.0
297,Science,ID_19091,3.0,75.0
298,Science,ID_2880,3.0,75.0
299,Science,ID_4185,3.0,75.0
300,Science,ID_2246,3.0,75.0
301,Science,ID_2333,3.0,75.0
302,Science,ID_4138,3.0,75.0
303,Science,ID_2325,3.0,75.0
304,Science,ID_2320,3.0,75.0
305,Science,ID_2316,3.0,75.0
306,Science,ID_16359,3.0,75.0
307,Science,ID_16275,3.0,75.0
308,Science,ID_4181,3.0,75.0
309,Science,ID_4188,3.0,75.0
310,Science,ID_2309,3.0,75.0
311,Science,ID_2307,3.0,75.0
312,Science,ID_18081,3.0,75.0
313,Science,ID_4221,3.0,75.0
314,Science,ID_4223,3.0,75.0
315,Science,ID_16199,3.0,75.0
316,Science,ID_18105,3.0,75.0
317,Science,ID_16086,3.0,75.0
318,Science,ID_16085,3.0,75.0
319,Science,ID_18106,3.0,75.0
320,Science,ID_4276,3.0,75.0
321,Science,ID_4280,3.0,75.0
322,Science,ID_4309,3.0,75.0
323,Science,ID_4311,3.0,75.0
324,Science,ID_4326,3.0,75.0
325,Science,ID_4347,3.0,75.0
326,Science,ID_4104,3.0,75.0
327,Science,ID_4103,3.0,75.0
328,Science,ID_4098,3.0,75.0
329,Science,ID_16809,3.0,75.0
330,Science,ID_3870,3.0,75.0
331,Science,ID_17964,3.0,75.0
332,Science,ID_2566,3.0,75.0
333,Science,ID_17967,3.0,75.0
334,Science,ID_17970,3.0,75.0
335,Science,ID_17972,3.0,75.0
336,Science,ID_17981,3.0,75.0
337,Science,ID_17986,3.0,75.0
338,Science,ID_17990,3.0,75.0
339,Science,ID_3940,3.0,75.0
340,Science,ID_2520,3.0,75.0
341,Science,ID_2512,3.0,75.0
342,Science,ID_16445,3.0,75.0
343,Science,ID_17991,3.0,75.0
344,Science,ID_16712,3.0,75.0
345,Science,ID_3961,3.0,75.0
346,Science,ID_16662,3.0,75.0
347,Science,ID_3986,3.0,75.0
348,Science,ID_18005,3.0,75.0
349,Science,ID_4032,3.0,75.0
350,Science,ID_4057,3.0,75.0
351,Science,ID_16465,3.0,75.0
352,Science,ID_16464,3.0,75.0
353,Science,ID_18044,3.0,75.0
354,Science,ID_2252,3.0,75.0
355,Science,ID_2245,3.0,75.0
356,Science,ID_3862,3.0,75.0
357,Science,ID_4407,3.0,75.0
358,Science,ID_15834,3.0,75.0
359,Science,ID_15832,3.0,75.0
360,Science,ID_15830,3.0,75.0
361,Science,ID_15829,3.0,75.0
362,Science,ID_15818,3.0,75.0
363,Science,ID_15809,3.0,75.0
364,Science,ID_15807,3.0,75.0
365,Science,ID_15792,3.0,75.0
366,Science,ID_18230,3.0,75.0
367,Science,ID_18237,3.0,75.0
368,Science,ID_15782,3.0,75.0
369,Science,ID_18243,3.0,75.0
370,Science,ID_2121,3.0,75.0
371,Science,ID_5244,3.0,75.0
372,Science,ID_15780,3.0,75.0
373,Science,ID_18244,3.0,75.0
374,Science,ID_2116,3.0,75.0
375,Science,ID_5263,3.0,75.0
376,Science,ID_15777,3.0,75.0
377,Science,ID_15776,3.0,75.0
378,Science,ID_15774,3.0,75.0
379,Science,ID_18253,3.0,75.0
380,Science,ID_18263,3.0,75.0
381,Science,ID_15773,3.0,75.0
382,Science,ID_15771,3.0,75.0
383,Science,ID_5094,3.0,75.0
384,Science,ID_5093,3.0,75.0
385,Science,ID_15848,3.0,75.0
386,Science,ID_15873,3.0,75.0
387,Science,ID_2239,3.0,75.0
388,Science,ID_2232,3.0,75.0
389,Science,ID_15959,3.0,75.0
390,Science,ID_15951,3.0,75.0
391,Science,ID_15940,3.0,75.0
392,Science,ID_4695,3.0,75.0
393,Science,ID_15889,3.0,75.0
394,Science,ID_18146,3.0,75.0
395,Science,ID_15887,3.0,75.0
396,Science,ID_15884,3.0,75.0
397,Science,ID_15874,3.0,75.0
398,Science,ID_15871,3.0,75.0
399,Science,ID_4995,3.0,75.0
400,Science,ID_4831,3.0,75.0
401,Science,ID_15867,3.0,75.0
402,Science,ID_2190,3.0,75.0
403,Science,ID_15864,3.0,75.0
404,Science,ID_4851,3.0,75.0
405,Science,ID_15860,3.0,75.0
406,Science,ID_18183,3.0,75.0
407,Science,ID_15856,3.0,75.0
408,Science,ID_15852,3.0,75.0
409,Science,ID_2170,3.0,75.0
410,Science,ID_4969,3.0,75.0
411,Science,ID_3868,3.0,75.0
412,Science,ID_17952,3.0,75.0
413,Science,ID_18293,3.0,75.0
414,Science,ID_3144,3.0,75.0
415,Science,ID_3012,3.0,75.0
416,Science,ID_3014,3.0,75.0
417,Science,ID_3015,3.0,75.0
418,Science,ID_3022,3.0,75.0
419,Science,ID_17691,3.0,75.0
420,Science,ID_3037,3.0,75.0
421,Science,ID_17690,3.0,75.0
422,Science,ID_3064,3.0,75.0
423,Science,ID_3066,3.0,75.0
424,Science,ID_3071,3.0,75.0
425,Science,ID_3072,3.0,75.0
426,Science,ID_3082,3.0,75.0
427,Science,ID_3084,3.0,75.0
428,Science,ID_17663,3.0,75.0
429,Science,ID_17662,3.0,75.0
430,Science,ID_17660,3.0,75.0
431,Science,ID_3093,3.0,75.0
432,Science,ID_3094,3.0,75.0
433,Science,ID_3098,3.0,75.0
434,Science,ID_3099,3.0,75.0
435,Science,ID_17654,3.0,75.0
436,Science,ID_17651,3.0,75.0
437,Science,ID_3114,3.0,75.0
438,Science,ID_3116,3.0,75.0
439,Science,ID_17598,3.0,75.0
440,Science,ID_17843,3.0,75.0
441,Science,ID_2996,3.0,75.0
442,Science,ID_2995,3.0,75.0
443,Science,ID_17791,3.0,75.0
444,Science,ID_2883,3.0,75.0
445,Science,ID_2884,3.0,75.0
446,Science,ID_2887,3.0,75.0
447,Science,ID_17803,3.0,75.0
448,Science,ID_2891,3.0,75.0
449,Science,ID_17799,3.0,75.0
450,Science,ID_17797,3.0,75.0
451,Science,ID_2906,3.0,75.0
452,Science,ID_17793,3.0,75.0
453,Science,ID_2912,3.0,75.0
454,Science,ID_17792,3.0,75.0
455,Science,ID_2919,3.0,75.0
456,Science,ID_2975,3.0,75.0
457,Science,ID_2921,3.0,75.0
458,Science,ID_17775,3.0,75.0
459,Science,ID_2877,3.0,75.0
460,Science,ID_17814,3.0,75.0
461,Science,ID_17766,3.0,75.0
462,Science,ID_2862,3.0,75.0
463,Science,ID_2958,3.0,75.0
464,Science,ID_17754,3.0,75.0
465,Science,ID_2964,3.0,75.0
466,Science,ID_2965,3.0,75.0
467,Science,ID_2974,3.0,75.0
468,Science,ID_17596,3.0,75.0
469,Science,ID_3145,3.0,75.0
470,Science,ID_3855,3.0,75.0
471,Science,ID_3149,3.0,75.0
472,Science,ID_3710,3.0,75.0
473,Science,ID_17177,3.0,75.0
474,Science,ID_17166,3.0,75.0
475,Science,ID_17090,3.0,75.0
476,Science,ID_3738,3.0,75.0
477,Science,ID_3748,3.0,75.0
478,Science,ID_17930,3.0,75.0
479,Science,ID_17934,3.0,75.0
480,Science,ID_17940,3.0,75.0
481,Science,ID_3779,3.0,75.0
482,Science,ID_3784,3.0,75.0
483,Science,ID_3789,3.0,75.0
484,Science,ID_17946,3.0,75.0
485,Science,ID_3804,3.0,75.0
486,Science,ID_16917,3.0,75.0
487,Science,ID_2603,3.0,75.0
488,Science,ID_16904,3.0,75.0
489,Science,ID_17950,3.0,75.0
490,Science,ID_3825,3.0,75.0
491,Science,ID_3827,3.0,75.0
492,Science,ID_3830,3.0,75.0
493,Science,ID_3832,3.0,75.0
494,Science,ID_3843,3.0,75.0
495,Science,ID_3845,3.0,75.0
496,Science,ID_3854,3.0,75.0
497,Science,ID_17914,3.0,75.0
498,Science,ID_17907,3.0,75.0
499,Science,ID_3696,3.0,75.0
500,Science,ID_3541,3.0,75.0
501,Science,ID_17590,3.0,75.0
502,Science,ID_3161,3.0,75.0
503,Science,ID_3164,3.0,75.0
504,Science,ID_3238,3.0,75.0
505,Science,ID_17558,3.0,75.0
506,Science,ID_17557,3.0,75.0
507,Science,ID_3331,3.0,75.0
508,Science,ID_3370,3.0,75.0
509,Science,ID_3393,3.0,75.0
510,Science,ID_17458,3.0,75.0
511,Science,ID_17450,3.0,75.0
512,Science,ID_3555,3.0,75.0
513,Science,ID_17357,3.0,75.0
514,Science,ID_2760,3.0,75.0
515,Science,ID_17895,3.0,75.0
516,Science,ID_17897,3.0,75.0
517,Science,ID_17900,3.0,75.0
518,Science,ID_17902,3.0,75.0
519,Science,ID_17903,3.0,75.0
520,Science,ID_17906,3.0,75.0
521,Science,ID_2709,3.0,75.0
522,Science,ID_17368,3.0,75.0
523,Science,ID_3685,3.0,75.0
524,Science,ID_3686,3.0,75.0
525,Science,ID_5494,3.0,75.0
526,Science,ID_19291,3.0,75.0
527,Science,ID_5872,3.0,75.0
528,Science,ID_5968,3.0,75.0
529,Science,ID_18897,3.0,75.0
530,Science,ID_2066,3.0,75.0
531,Science,ID_18825,3.0,75.0
532,Science,ID_2070,3.0,75.0
533,Science,ID_1891,3.0,75.0
534,Science,ID_15381,3.0,75.0
535,Science,ID_5767,3.0,75.0
536,Science,ID_5971,3.0,75.0
537,Science,ID_5532,3.0,75.0
538,Science,ID_15131,3.0,75.0
539,Science,ID_15688,3.0,75.0
540,Science,ID_6197,3.0,75.0
541,Science,ID_6038,3.0,75.0
542,Science,ID_15697,3.0,75.0
543,Science,ID_15514,3.0,75.0
544,Science,ID_15712,3.0,75.0
545,Science,ID_18691,3.0,75.0
546,Science,ID_5868,3.0,75.0
547,Science,ID_6059,3.0,75.0
548,Science,ID_18473,3.0,75.0
549,Science,ID_1976,3.0,75.0
550,Science,ID_1999,3.0,75.0
551,Science,ID_15154,3.0,75.0
552,Science,ID_5598,3.0,75.0
553,Science,ID_15623,3.0,75.0
554,Science,ID_15616,3.0,75.0
555,Science,ID_6015,3.0,75.0
556,Science,ID_15627,3.0,75.0
557,Science,ID_15643,3.0,75.0
558,Science,ID_15159,3.0,75.0
559,Science,ID_6021,3.0,75.0
560,Science,ID_1871,3.0,75.0
561,Science,ID_5988,3.0,75.0
562,Science,ID_6022,3.0,75.0
563,Science,ID_1993,3.0,75.0
564,Science,ID_15595,3.0,75.0
565,Science,ID_15655,3.0,75.0
566,Science,ID_18500,3.0,75.0
567,Science,ID_18518,3.0,75.0
568,Science,ID_18908,3.0,75.0
569,Science,ID_18900,3.0,75.0
570,Science,ID_15485,3.0,75.0
571,Science,ID_15110,3.0,75.0
572,Science,ID_2041,3.0,75.0
573,Science,ID_1903,3.0,75.0
574,Science,ID_6442,3.0,75.0
575,Science,ID_5936,3.0,75.0
576,Science,ID_15040,3.0,75.0
577,Science,ID_5511,3.0,75.0
578,Science,ID_1868,3.0,75.0
579,Science,ID_15050,3.0,75.0
580,Science,ID_1914,3.0,75.0
581,Science,ID_6438,3.0,75.0
582,Science,ID_18861,3.0,75.0
583,Science,ID_6147,3.0,75.0
584,Science,ID_15074,3.0,75.0
585,Science,ID_5917,3.0,75.0
586,Science,ID_15080,3.0,75.0
587,Science,ID_6433,3.0,75.0
588,Science,ID_15370,3.0,75.0
589,Science,ID_5871,3.0,75.0
590,Science,ID_15718,3.0,75.0
591,Science,ID_14932,3.0,75.0
592,Science,ID_15478,3.0,75.0
593,Science,ID_15727,3.0,75.0
594,Science,ID_14949,3.0,75.0
595,Science,ID_14892,3.0,75.0
596,Science,ID_14929,3.0,75.0
597,Science,ID_15484,3.0,75.0
598,Science,ID_6416,3.0,75.0
599,Science,ID_2021,3.0,75.0
600,Science,ID_17470,3.0,72.5
601,Science,ID_21274,3.0,72.5
602,Science,ID_12693,3.0,72.5
603,Science,ID_17469,3.0,72.5
604,Science,ID_15335,3.0,72.5
605,Science,ID_18855,3.0,72.5
606,Science,ID_14576,3.0,72.5
607,Science,ID_12522,3.0,72.5
608,Science,ID_12684,3.0,72.5
609,Science,ID_12710,3.0,72.5
610,Science,ID_17467,3.0,72.5
611,Science,ID_17466,3.0,72.5
612,Science,ID_17465,3.0,72.5
613,Science,ID_12713,3.0,72.5
614,Science,ID_12714,3.0,72.5
615,Science,ID_12520,3.0,72.5
616,Science,ID_12715,3.0,72.5
617,Science,ID_17461,3.0,72.5
618,Science,ID_12716,3.0,72.5
619,Science,ID_14484,3.0,72.5
620,Science,ID_17455,3.0,72.5
621,Science,ID_21290,3.0,72.5
622,Science,ID_17616,3.0,72.5
623,Science,ID_17471,3.0,72.5
624,Science,ID_12524,3.0,72.5
625,Science,ID_18853,3.0,72.5
626,Science,ID_18849,3.0,72.5
627,Science,ID_17611,3.0,72.5
628,Science,ID_12635,3.0,72.5
629,Science,ID_14540,3.0,72.5
630,Science,ID_14532,3.0,72.5
631,Science,ID_12618,3.0,72.5
632,Science,ID_12547,3.0,72.5
633,Science,ID_14527,3.0,72.5
634,Science,ID_17588,3.0,72.5
635,Science,ID_12725,3.0,72.5
636,Science,ID_17615,3.0,72.5
637,Science,ID_12545,3.0,72.5
638,Science,ID_17584,3.0,72.5
639,Science,ID_18847,3.0,72.5
640,Science,ID_12543,3.0,72.5
641,Science,ID_17578,3.0,72.5
642,Science,ID_14519,3.0,72.5
643,Science,ID_15320,3.0,72.5
644,Science,ID_12539,3.0,72.5
645,Science,ID_17518,3.0,72.5
646,Science,ID_12532,3.0,72.5
647,Science,ID_12530,3.0,72.5
648,Science,ID_17502,3.0,72.5
649,Science,ID_17474,3.0,72.5
650,Science,ID_18846,3.0,72.5
651,Science,ID_17436,3.0,72.5
652,Science,ID_12733,3.0,72.5
653,Science,ID_18816,3.0,72.5
654,Science,ID_12888,3.0,72.5
655,Science,ID_12885,3.0,72.5
656,Science,ID_18812,3.0,72.5
657,Science,ID_17915,3.0,72.5
658,Science,ID_17911,3.0,72.5
659,Science,ID_12880,3.0,72.5
660,Science,ID_12879,3.0,72.5
661,Science,ID_12878,3.0,72.5
662,Science,ID_12877,3.0,72.5
663,Science,ID_12857,3.0,72.5
664,Science,ID_12850,3.0,72.5
665,Science,ID_14369,3.0,72.5
666,Science,ID_18815,3.0,72.5
667,Science,ID_21204,3.0,72.5
668,Science,ID_17356,3.0,72.5
669,Science,ID_21198,3.0,72.5
670,Science,ID_17296,3.0,72.5
671,Science,ID_17227,3.0,72.5
672,Science,ID_12903,3.0,72.5
673,Science,ID_18794,3.0,72.5
674,Science,ID_17929,3.0,72.5
675,Science,ID_16976,3.0,72.5
676,Science,ID_16981,3.0,72.5
677,Science,ID_12907,3.0,72.5
678,Science,ID_18796,3.0,72.5
679,Science,ID_12902,3.0,72.5
680,Science,ID_12889,3.0,72.5
681,Science,ID_12900,3.0,72.5
682,Science,ID_17926,3.0,72.5
683,Science,ID_12898,3.0,72.5
684,Science,ID_18798,3.0,72.5
685,Science,ID_18804,3.0,72.5
686,Science,ID_18808,3.0,72.5
687,Science,ID_21219,3.0,72.5
688,Science,ID_19387,3.0,72.5
689,Science,ID_12734,3.0,72.5
690,Science,ID_18820,3.0,72.5
691,Science,ID_12765,3.0,72.5
692,Science,ID_12762,3.0,72.5
693,Science,ID_12761,3.0,72.5
694,Science,ID_12760,3.0,72.5
695,Science,ID_12758,3.0,72.5
696,Science,ID_12757,3.0,72.5
697,Science,ID_12756,3.0,72.5
698,Science,ID_17443,3.0,72.5
699,Science,ID_14455,3.0,72.5
700,Science,ID_17444,3.0,72.5
701,Science,ID_12746,3.0,72.5
702,Science,ID_17446,3.0,72.5
703,Science,ID_12741,3.0,72.5
704,Science,ID_17448,3.0,72.5
705,Science,ID_12735,3.0,72.5
706,Science,ID_12509,3.0,72.5
707,Science,ID_17426,3.0,72.5
708,Science,ID_17425,3.0,72.5
709,Science,ID_17893,3.0,72.5
710,Science,ID_18831,3.0,72.5
711,Science,ID_18833,3.0,72.5
712,Science,ID_18835,3.0,72.5
713,Science,ID_21246,3.0,72.5
714,Science,ID_21254,3.0,72.5
715,Science,ID_18837,3.0,72.5
716,Science,ID_18843,3.0,72.5
717,Science,ID_17424,3.0,72.5
718,Science,ID_17422,3.0,72.5
719,Science,ID_17423,3.0,72.5
720,Science,ID_12792,3.0,72.5
721,Science,ID_17883,3.0,72.5
722,Science,ID_21264,3.0,72.5
723,Science,ID_21265,3.0,72.5
724,Science,ID_12511,3.0,72.5
725,Science,ID_21342,3.0,72.5
726,Science,ID_12507,3.0,72.5
727,Science,ID_11825,3.0,72.5
728,Science,ID_11832,3.0,72.5
729,Science,ID_11831,3.0,72.5
730,Science,ID_11830,3.0,72.5
731,Science,ID_11828,3.0,72.5
732,Science,ID_11827,3.0,72.5
733,Science,ID_11826,3.0,72.5
734,Science,ID_15137,3.0,72.5
735,Science,ID_22037,3.0,72.5
736,Science,ID_12505,3.0,72.5
